Age,Education,Marital Status,Parental Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,NumWebVisitsMonth,cluster
59.0,4,0,1,1,48799.0,331.0,4641.0,9.0,174.0,18.0,81.0,28.0,6.0,24.0,3,2,7,3,0,3,1
72.0,4,1,1,1,52157.0,265.0,4427.0,48.0,189.0,2.0,29.0,3.0,2.0,40.0,3,2,5,2,0,4,0
60.0,2,0,1,1,66565.0,1065.0,4976.0,80.0,747.0,10.0,161.0,65.0,40.0,42.0,4,2,9,4,0,8,1
71.0,3,1,1,2,29298.0,11.0,4700.0,60.0,6.0,0.0,2.0,2.0,0.0,1.0,1,0,2,1,0,5,0
43.0,2,0,1,1,47691.0,21.0,4764.0,43.0,14.0,0.0,3.0,0.0,0.0,4.0,1,0,2,1,0,6,0
52.0,2,1,1,2,38200.0,17.0,4974.0,19.0,12.0,0.0,4.0,0.0,0.0,1.0,1,0,2,1,0,7,0
48.0,2,1,1,1,44989.0,369.0,5060.0,26.0,98.0,0.0,106.0,49.0,10.0,106.0,5,1,5,5,0,6,1
54.0,4,1,1,2,38443.0,38.0,4558.0,58.0,32.0,0.0,5.0,0.0,0.0,1.0,1,0,3,2,0,7,0
44.0,1,0,1,1,38593.0,177.0,4694.0,42.0,51.0,12.0,49.0,17.0,24.0,24.0,4,1,3,3,0,8,0
52.0,4,1,1,1,64413.0,279.0,4737.0,27.0,200.0,5.0,44.0,0.0,10.0,20.0,5,1,5,1,0,5,1
41.0,3,1,1,1,36959.0,62.0,4675.0,56.0,25.0,6.0,25.0,6.0,0.0,0.0,2,0,3,2,0,8,0
45.0,4,1,1,1,61996.0,1230.0,4919.0,27.0,1050.0,12.0,144.0,0.0,0.0,24.0,6,4,8,3,3,5,1
54.0,2,1,1,2,51287.0,182.0,4494.0,10.0,117.0,0.0,22.0,13.0,0.0,30.0,4,1,3,3,0,7,0
52.0,2,1,1,2,13260.0,49.0,4715.0,48.0,9.0,4.0,17.0,10.0,2.0,7.0,3,0,3,4,0,8,0
56.0,4,1,1,2,47472.0,75.0,4691.0,39.0,56.0,0.0,11.0,0.0,0.0,8.0,2,0,4,2,0,5,0
66.0,3,1,1,2,54603.0,227.0,4760.0,85.0,145.0,13.0,46.0,17.0,2.0,4.0,4,2,4,6,0,7,1
48.0,4,1,1,2,45207.0,215.0,5001.0,64.0,203.0,0.0,10.0,0.0,0.0,2.0,3,1,6,5,1,6,0
71.0,2,1,1,1,40689.0,444.0,4873.0,69.0,270.0,3.0,27.0,39.0,6.0,99.0,7,1,5,7,0,8,1
55.0,1,1,1,2,47821.0,47.0,4657.0,54.0,9.0,0.0,16.0,6.0,6.0,10.0,1,0,3,1,0,8,0
71.0,3,1,0,0,27450.0,143.0,4845.0,57.0,37.0,12.0,23.0,8.0,11.0,52.0,2,1,3,1,0,7,0
39.0,2,1,1,1,39453.0,55.0,4492.0,64.0,46.0,0.0,7.0,0.0,0.0,2.0,2,0,3,2,0,6,0
51.0,1,1,1,2,26850.0,63.0,4477.0,10.0,31.0,1.0,13.0,7.0,2.0,9.0,2,1,4,4,0,4,0
67.0,2,0,0,0,79800.0,1867.0,5049.0,65.0,1060.0,21.0,530.0,32.0,0.0,126.5,5,11,5,1,3,3,2
61.0,3,1,1,1,61794.0,611.0,4693.0,74.0,264.0,47.0,188.0,54.0,47.0,11.0,4,4,10,2,0,2,1
67.0,2,1,1,1,53863.0,473.0,4448.0,4.0,399.0,4.0,30.0,6.0,4.0,30.0,7,1,7,3,1,7,1
63.0,2,1,0,0,24221.0,55.0,4718.0,94.0,8.0,9.0,9.0,2.0,5.0,22.0,1,1,3,1,0,4,0
38.0,4,0,1,1,39684.0,81.0,5030.0,41.0,19.0,0.0,35.0,6.0,4.0,17.0,2,1,2,2,0,7,0
47.0,3,1,0,0,92163.0,2086.0,4969.0,25.0,817.0,81.0,556.0,106.0,81.0,20.0,5,11,5,0,2,2,2
57.0,3,0,0,0,69882.0,1478.0,4636.0,94.0,292.0,81.0,556.0,120.5,81.0,126.5,3,7,9,1,0,1,2
45.0,2,1,1,1,33178.0,49.0,4555.0,9.0,12.0,6.0,2.0,11.0,2.0,16.0,1,0,3,1,0,4,0
50.0,4,1,0,0,59973.0,382.0,4696.0,47.0,130.0,30.0,168.0,20.0,34.0,0.0,3,4,7,1,0,1,2
47.0,3,1,1,1,17459.0,69.0,4688.0,12.0,6.0,4.0,16.0,3.0,10.0,30.0,3,1,2,3,0,7,0
53.0,2,0,1,1,23910.0,67.0,5016.0,80.0,16.0,12.0,18.0,7.0,1.0,13.0,2,0,3,1,0,7,0
53.0,3,1,1,2,42169.0,30.0,4658.0,20.0,19.0,0.0,9.0,0.0,0.0,2.0,1,0,3,2,0,8,0
44.0,1,1,1,1,26224.0,63.0,4795.0,39.0,4.0,7.0,15.0,13.0,9.0,15.0,2,1,3,3,0,6,0
41.0,2,1,1,1,31089.0,79.0,5086.0,57.0,31.0,3.0,31.0,2.0,8.0,4.0,3,0,4,3,0,8,0
61.0,2,0,1,1,30081.0,42.0,4898.0,27.0,36.0,0.0,2.0,0.0,0.0,4.0,1,0,3,1,0,7,0
62.0,2,1,1,1,62807.0,819.0,5072.0,83.0,526.0,28.0,135.0,10.0,21.0,99.0,5,3,12,3,0,5,1
67.0,2,0,0,0,72906.0,1151.0,4690.0,79.0,400.0,32.0,519.0,71.0,75.0,54.0,3,4,9,1,0,1,2
74.0,4,1,1,2,61467.0,594.0,4972.0,69.0,410.0,16.0,114.0,0.0,5.0,49.0,5,2,10,3,0,5,1
56.0,3,1,1,2,49618.0,129.0,4924.0,77.0,80.0,3.0,26.0,4.0,2.0,14.0,3,1,3,4,0,7,0
36.0,3,0,1,1,21888.0,213.0,4952.0,15.0,88.0,10.0,46.0,2.0,3.0,64.0,5,1,2,4,0,10,0
49.0,2,0,1,1,42429.0,67.0,4543.0,99.0,55.0,0.0,6.0,2.0,0.0,4.0,1,1,3,2,0,5,0
66.0,2,0,1,3,26150.0,28.0,4880.0,61.0,5.0,1.0,13.0,3.0,5.0,1.0,1,0,3,1,0,7,0
47.0,0,1,1,1,30801.0,45.0,5016.0,23.0,8.0,4.0,5.0,15.0,2.0,11.0,1,0,3,2,0,7,0
57.0,2,1,0,0,81168.0,1193.0,4458.0,84.0,410.0,0.0,556.0,120.5,22.0,22.0,6,4,7,1,1,3,2
53.0,3,0,0,0,26877.0,268.0,4719.0,74.0,101.0,13.0,76.0,20.0,18.0,40.0,3,1,6,2,0,6,1
78.0,3,0,0,0,45006.0,266.0,4751.0,90.0,162.0,25.0,53.0,16.0,0.0,10.0,3,1,7,1,0,3,1
49.0,0,1,1,1,18978.0,37.0,4970.0,41.0,2.0,8.0,1.0,4.0,7.0,15.0,1,0,3,1,0,8,0
55.0,2,1,1,3,22574.0,37.0,4649.0,28.0,25.0,0.0,8.0,2.0,0.0,2.0,2,0,3,2,0,7,0
53.0,4,0,0,0,48240.0,882.0,5002.0,73.0,389.0,81.0,248.0,64.0,49.0,41.0,6,3,13,3,0,5,2
48.0,2,1,1,2,45837.0,373.0,4743.0,88.0,215.0,13.0,87.0,17.0,17.0,24.0,6,2,5,5,0,7,1
57.0,3,0,1,3,35791.0,35.0,4824.0,94.0,27.0,0.0,5.0,0.0,0.0,3.0,1,0,3,2,0,8,0
46.0,4,1,1,2,117416.25,107.0,4796.0,31.0,85.0,1.0,16.0,2.0,1.0,2.0,0,0,1,0,0,1,0
44.0,2,0,1,2,54162.0,42.0,4873.0,31.0,5.0,6.0,10.0,6.0,5.0,10.0,1,0,3,1,0,4,0
62.0,3,1,1,1,30522.0,326.0,5086.0,6.0,179.0,8.0,83.0,19.0,11.0,26.0,1,2,9,5,0,2,1
61.0,4,1,1,1,54456.0,404.0,4758.0,23.0,352.0,0.0,27.0,10.0,0.0,15.0,6,1,7,3,0,6,1
51.0,2,0,0,0,31632.0,95.0,4755.0,92.0,17.0,8.0,12.0,11.0,15.0,32.0,2,1,2,1,0,7,0
73.0,2,0,0,0,72298.0,939.0,4516.0,52.0,625.0,35.0,169.0,58.0,17.0,35.0,4,3,6,1,2,1,2
44.0,1,0,1,1,36975.0,33.0,4588.0,50.0,10.0,6.0,11.0,0.0,4.0,2.0,1,0,3,1,0,7,0
67.0,1,1,0,0,72635.0,981.0,4796.0,54.0,390.0,22.0,323.0,104.0,35.0,107.0,6,8,6,1,1,3,2
46.0,2,1,1,1,13624.0,36.0,4930.0,93.0,10.0,2.0,15.0,2.0,1.0,6.0,2,0,3,2,0,6,0
47.0,2,0,1,1,84196.0,1237.0,4796.0,56.0,215.0,63.0,507.0,120.5,31.0,126.5,8,4,7,1,0,3,2
62.0,2,1,1,1,70971.0,1825.0,5051.0,28.0,1001.0,17.0,556.0,93.0,81.0,17.0,11,11,5,7,0,7,1
45.0,4,0,1,2,34487.0,103.0,5066.0,94.0,19.0,18.0,33.0,24.0,1.0,8.0,3,0,3,3,0,9,0
45.0,2,0,1,1,28769.0,191.0,4963.0,76.0,41.0,5.0,129.0,10.0,3.0,3.0,4,1,4,3,0,9,0
52.0,4,1,1,1,69084.0,1586.0,4627.0,43.0,1181.0,81.0,199.0,39.0,30.0,30.0,7,3,13,2,0,8,1
64.0,4,1,0,0,65488.0,963.0,4421.0,46.0,603.0,45.0,207.0,36.0,18.0,54.0,3,4,6,1,0,1,2
52.0,1,1,1,1,62466.0,889.0,4570.0,13.0,129.0,81.0,259.0,120.5,81.0,83.0,6,3,12,5,0,4,1
62.0,1,0,0,0,32218.0,93.0,4539.0,27.0,10.0,24.0,15.0,13.0,1.0,30.0,2,1,3,1,1,7,0
49.0,2,0,0,0,83917.0,1587.0,4842.0,12.0,514.0,22.0,556.0,42.0,81.0,79.0,6,7,7,1,0,3,2
60.0,2,0,1,3,46102.0,16.0,4516.0,3.0,14.0,0.0,1.0,0.0,0.0,1.0,1,0,2,1,0,7,0
70.0,2,0,0,0,84574.0,1375.0,4795.0,72.0,387.0,20.0,556.0,38.0,54.0,126.5,9,11,11,1,0,5,2
60.0,2,1,1,1,56181.0,393.0,4942.0,6.0,121.0,81.0,69.0,8.0,44.0,48.0,4,2,7,1,0,4,1
72.0,3,0,1,1,63120.0,1477.0,5044.0,53.0,965.0,69.0,279.0,54.0,41.0,69.0,8,4,9,5,0,7,1
51.0,2,1,1,1,73691.0,1179.0,4640.0,58.0,707.0,21.0,250.0,85.0,43.0,73.0,6,2,8,2,1,2,2
62.0,2,1,1,1,63381.0,1005.0,5037.0,78.0,571.0,50.0,142.0,33.0,50.0,126.5,4,5,13,4,0,2,1
74.0,4,1,0,0,76140.0,1348.0,4452.0,57.0,586.0,66.0,556.0,17.0,0.0,26.0,5,9,6,1,0,2,2
63.0,4,0,1,1,62859.0,1307.0,4951.0,37.0,1063.0,81.0,102.0,16.0,12.0,25.0,9,4,6,4,0,6,1
58.0,2,0,1,1,45906.0,486.0,4823.0,20.0,305.0,3.0,27.0,4.0,3.0,126.5,5,4,4,2,1,5,1
75.0,3,1,0,0,77632.0,2252.0,4881.0,73.0,1200.0,81.0,556.0,0.0,42.0,126.5,4,2,6,1,2,2,2
51.0,4,1,1,2,46463.0,235.0,4720.0,56.0,163.0,2.0,40.0,8.0,11.0,11.0,3,1,6,7,0,6,1
52.0,2,1,0,0,105471.0,1724.0,4929.0,36.0,1009.0,81.0,104.0,120.5,21.0,126.5,9,8,13,0,2,3,2
52.0,3,0,1,1,55282.0,235.0,4603.0,9.0,125.0,6.0,73.0,8.0,4.0,19.0,3,1,6,1,0,4,0
45.0,3,1,1,1,78710.0,1092.0,4442.0,42.0,721.0,0.0,152.0,119.0,50.0,50.0,7,6,12,3,0,4,1
64.0,2,1,1,1,66886.0,599.0,4691.0,28.0,315.0,4.0,62.0,41.0,31.0,126.5,7,1,7,2,0,5,1
62.0,3,0,0,0,98777.0,2008.0,4537.0,23.0,1000.0,19.0,556.0,120.5,81.0,38.0,4,6,9,0,1,1,2
37.0,2,1,1,1,29103.0,48.0,5076.0,38.0,16.0,0.0,17.0,6.0,3.0,6.0,1,0,3,2,0,9,0
48.0,2,1,1,1,67445.0,1174.0,5091.0,63.0,757.0,80.0,217.0,29.0,80.0,11.0,9,6,12,5,0,6,1
72.0,4,1,1,1,50616.0,67.0,4482.0,71.0,30.0,2.0,25.0,0.0,1.0,9.0,1,1,4,1,0,2,0
67.0,2,0,1,1,49431.0,365.0,5100.0,9.0,219.0,3.0,100.0,26.0,0.0,17.0,7,1,5,2,0,8,1
47.0,2,0,0,0,117416.25,6.0,4547.0,81.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0
69.0,2,1,1,1,61278.0,165.0,4581.0,87.0,111.0,3.0,28.0,2.0,6.0,15.0,3,1,4,2,0,6,0
64.0,1,1,0,0,26490.0,210.0,5050.0,92.0,45.0,47.0,52.0,21.0,20.0,25.0,3,1,5,2,0,6,1
75.0,4,1,1,1,73059.0,1095.0,4707.0,36.0,410.0,81.0,420.0,0.0,81.0,71.0,9,3,13,1,0,4,1
56.0,4,0,1,3,46734.0,223.0,4656.0,86.0,100.0,1.0,39.0,6.0,1.0,76.0,3,2,3,4,1,6,1
59.0,2,1,1,1,56253.0,597.0,4974.0,83.0,509.0,0.0,65.0,7.0,11.0,5.0,7,2,9,4,0,6,1
37.0,2,1,1,1,19986.0,22.0,4632.0,74.0,3.0,6.0,5.0,0.0,2.0,6.0,0,0,3,1,0,7,0
47.0,2,0,1,1,58330.0,1064.0,4591.0,87.0,445.0,53.0,213.0,104.0,81.0,126.5,6,4,13,1,0,4,2
42.0,0,1,0,0,25965.0,74.0,5065.0,29.0,2.0,2.0,11.0,41.0,7.0,11.0,2,0,3,1,0,8,0
66.0,3,1,0,0,14661.0,26.0,4949.0,88.0,4.0,1.0,11.0,6.0,2.0,2.0,1,0,3,1,0,6,0
63.0,2,1,0,0,18690.0,60.0,4953.0,77.0,6.0,1.0,7.0,23.0,4.0,19.0,1,1,2,1,0,8,0
48.0,4,1,1,1,45068.0,20.0,4814.0,25.0,14.0,0.0,3.0,0.0,0.0,3.0,1,0,2,1,0,7,0
35.0,0,0,1,1,21063.0,59.0,4682.0,34.0,1.0,10.0,11.0,19.0,3.0,15.0,2,0,3,2,0,6,0
54.0,4,1,1,1,29187.0,34.0,4821.0,43.0,26.0,0.0,6.0,0.0,0.0,2.0,1,0,3,1,0,8,0
51.0,1,1,1,2,54690.0,198.0,4639.0,76.0,111.0,16.0,37.0,7.0,9.0,18.0,3,1,5,3,0,3,0
58.0,4,1,1,1,59304.0,1048.0,4740.0,81.0,418.0,61.0,428.0,80.0,51.0,10.0,7,8,10,3,0,5,1
60.0,3,0,1,2,59247.0,574.0,4638.0,87.0,327.0,9.0,122.0,19.0,14.0,83.0,5,2,9,5,0,6,1
52.0,2,0,1,1,66731.0,1029.0,5060.0,33.0,371.0,81.0,194.0,58.0,81.0,126.5,4,3,6,4,0,3,1
42.0,2,1,1,1,77353.0,670.0,4600.0,38.0,275.0,59.0,107.0,69.0,81.0,59.0,6,4,8,2,0,4,2
47.0,4,0,1,1,52614.0,990.0,4980.0,63.0,789.0,0.0,142.0,12.0,9.0,38.0,2,4,8,2,0,8,1
48.0,2,1,1,2,26751.0,11.0,4443.0,26.0,1.0,1.0,5.0,0.0,3.0,1.0,1,0,2,1,0,8,0
59.0,4,1,1,1,81300.0,1241.0,5012.0,17.0,1004.0,12.0,145.0,32.0,12.0,36.0,10,3,5,3,1,5,1
43.0,2,0,0,0,70337.0,576.0,4583.0,75.0,187.0,81.0,149.0,25.0,43.0,91.0,2,2,12,1,0,1,2
37.0,1,1,1,1,36145.0,172.0,4783.0,13.0,56.0,4.0,76.0,17.0,1.0,18.0,4,1,3,4,1,9,0
42.0,4,0,0,0,65295.0,664.0,4593.0,19.0,365.0,32.0,117.0,34.0,81.0,6.0,3,3,13,1,0,2,2
59.0,2,0,1,1,68118.0,928.0,4659.0,51.0,595.0,23.0,123.0,10.0,23.0,126.5,8,9,4,2,0,6,1
55.0,2,0,0,0,68743.0,2074.0,5073.0,81.0,1132.0,81.0,384.0,120.5,81.0,115.0,11,5,13,1,0,7,2
40.0,1,1,0,0,41039.0,467.0,4744.0,32.0,34.0,11.0,137.0,120.5,61.0,45.0,8,1,5,1,0,8,2
67.0,2,1,1,1,38946.0,257.0,4653.0,84.0,116.0,6.0,82.0,6.0,6.0,41.0,3,1,6,2,0,5,1
55.0,2,1,0,0,65777.0,1146.0,4597.0,87.0,565.0,32.0,435.0,28.0,32.0,54.0,2,8,6,1,0,1,2
46.0,4,0,1,1,66476.0,689.0,4884.0,99.0,372.0,18.0,126.0,47.0,48.0,78.0,5,2,11,2,0,4,1
50.0,4,0,0,0,86857.0,2114.0,5060.0,96.0,899.0,81.0,556.0,120.5,81.0,40.0,5,6,10,1,0,2,2
40.0,4,1,0,0,117416.25,1717.0,5099.0,21.0,55.0,16.0,556.0,17.0,3.0,4.0,0,28,1,15,0,0,2
33.0,4,1,0,0,77845.0,1346.0,4449.0,40.0,760.0,40.0,480.0,0.0,40.0,26.0,3,5,12,1,2,1,2
53.0,4,1,0,0,69476.0,1044.0,4677.0,3.0,260.0,81.0,556.0,63.0,9.0,67.0,4,6,4,1,0,2,2
62.0,4,0,1,1,50611.0,493.0,5038.0,98.0,459.0,0.0,24.0,6.0,0.0,4.0,4,5,7,6,1,6,1
52.0,2,0,0,0,61209.0,957.0,4713.0,73.0,466.0,0.0,224.0,119.0,49.0,99.0,5,3,4,1,0,2,2
64.0,3,1,1,1,42315.0,270.0,4757.0,90.0,67.0,15.0,80.0,17.0,11.0,80.0,1,4,4,3,0,3,1
70.0,0,1,0,0,13084.0,29.0,4644.0,29.0,2.0,0.0,7.0,3.0,7.0,10.0,1,0,3,1,0,6,0
73.0,3,0,1,2,47570.0,121.0,4801.0,3.0,67.0,1.0,20.0,0.0,2.0,31.0,2,2,2,3,0,7,0
61.0,3,1,1,2,61923.0,126.0,4743.0,94.0,92.0,4.0,18.0,3.0,3.0,6.0,2,1,4,1,0,3,0
27.0,2,0,0,0,34824.0,23.0,4500.0,65.0,4.0,2.0,11.0,2.0,0.0,4.0,1,0,2,1,0,6,0
73.0,4,0,1,2,26518.0,57.0,4852.0,33.0,20.0,1.0,28.0,3.0,3.0,2.0,2,0,3,3,0,8,0
61.0,2,0,0,0,45938.0,636.0,4643.0,46.0,273.0,11.0,178.0,62.0,81.0,29.0,8,4,6,2,0,6,2
62.0,2,1,0,0,78468.0,1004.0,4486.0,29.0,434.0,22.0,388.0,104.0,22.0,34.0,10,7,10,1,1,4,2
49.0,2,0,1,1,78901.0,734.0,4690.0,99.0,321.0,11.0,309.0,33.0,26.0,34.0,9,3,5,3,0,4,1
44.0,2,1,1,2,71427.0,614.0,4514.0,26.0,212.0,81.0,177.0,15.0,64.0,23.0,8,2,8,2,0,4,1
44.0,2,0,1,1,71022.0,1453.0,4543.0,30.0,909.0,12.0,278.0,0.0,12.0,126.5,5,2,11,3,1,8,1
34.0,3,0,0,0,90247.0,1621.0,4466.0,27.0,1184.0,32.0,352.0,21.0,16.0,16.0,3,4,7,1,3,1,2
54.0,3,0,1,1,41335.0,187.0,4590.0,24.0,112.0,19.0,21.0,16.0,14.0,5.0,4,1,4,3,0,7,0
36.0,2,1,1,1,71952.0,1443.0,4940.0,93.0,656.0,80.0,455.0,52.0,81.0,93.0,8,4,8,2,2,4,2
52.0,4,0,1,1,35682.0,57.0,4407.0,34.0,23.0,0.0,8.0,6.0,2.0,18.0,1,1,3,1,0,2,0
71.0,2,0,1,1,43185.0,637.0,4850.0,88.0,537.0,6.0,42.0,16.0,6.0,30.0,9,3,6,2,0,8,1
74.0,4,1,1,1,66375.0,948.0,4625.0,96.0,712.0,0.0,45.0,0.0,0.0,126.5,2,4,5,3,1,7,1
51.0,3,1,1,1,35178.0,59.0,4940.0,10.0,23.0,1.0,13.0,2.0,2.0,18.0,1,1,2,1,1,7,0
36.0,2,1,1,1,25252.0,18.0,4757.0,26.0,1.0,3.0,4.0,2.0,2.0,6.0,1,0,2,1,0,8,0
57.0,3,0,1,1,55250.0,903.0,5021.0,49.0,664.0,58.0,83.0,32.0,0.0,66.0,7,5,10,4,0,5,1
47.0,2,0,1,1,33249.0,112.0,4899.0,11.0,6.0,10.0,21.0,19.0,14.0,42.0,2,1,3,2,0,6,0
69.0,2,1,0,0,58398.0,596.0,4816.0,44.0,299.0,5.0,201.0,21.0,21.0,49.0,5,4,8,3,0,4,2
40.0,2,1,1,1,50272.0,233.0,4731.0,75.0,99.0,13.0,66.0,43.0,8.0,4.0,4,1,5,3,0,7,0
47.0,4,1,0,0,76618.0,1511.0,4974.0,64.0,749.0,40.0,294.0,120.5,81.0,126.5,3,2,5,1,0,1,2
62.0,1,0,0,0,87305.0,1152.0,5049.0,19.0,345.0,25.0,501.0,63.0,81.0,80.0,5,3,8,1,1,2,2
44.0,2,1,1,1,25851.0,48.0,4908.0,45.0,9.0,4.0,18.0,7.0,5.0,5.0,2,0,3,2,0,7,0
52.0,2,0,1,1,58710.0,1185.0,4860.0,77.0,440.0,81.0,368.0,0.0,81.0,126.5,11,5,9,6,0,6,1
64.0,2,0,1,2,45160.0,21.0,4497.0,9.0,8.0,2.0,5.0,3.0,0.0,3.0,1,0,2,1,0,7,0
57.0,3,1,1,1,74806.0,965.0,4962.0,1.0,670.0,9.0,249.0,0.0,28.0,9.0,5,4,5,2,0,4,1
68.0,2,1,0,0,59111.0,869.0,4828.0,90.0,524.0,0.0,134.0,28.0,28.0,126.5,11,1,8,1,0,7,1
38.0,4,1,1,1,18988.0,16.0,4442.0,43.0,6.0,0.0,6.0,2.0,1.0,1.0,1,0,3,2,0,7,0
57.0,2,1,0,0,72190.0,1947.0,4906.0,79.0,597.0,81.0,556.0,120.5,81.0,126.5,5,6,4,1,0,3,2
46.0,2,1,1,1,7500.0,71.0,5102.0,19.0,7.0,0.0,12.0,13.0,7.0,32.0,4,1,2,5,1,9,0
56.0,2,1,1,1,44794.0,65.0,4426.0,99.0,54.0,0.0,7.0,0.0,0.0,4.0,2,0,3,1,0,6,0
67.0,2,1,0,0,80395.0,1380.0,4623.0,62.0,445.0,25.0,556.0,80.0,76.0,48.0,6,5,12,1,1,2,2
46.0,3,0,0,0,75012.0,1027.0,4560.0,41.0,294.0,81.0,218.0,120.5,58.0,126.5,3,8,11,1,0,1,2
57.0,3,1,1,3,56962.0,411.0,4666.0,60.0,292.0,3.0,77.0,10.0,3.0,26.0,6,3,5,7,0,7,1
31.0,2,1,0,0,89891.0,836.0,4845.0,17.0,412.0,22.0,132.0,59.0,28.0,126.5,11,6,8,1,1,4,2
73.0,4,0,1,2,35946.0,11.0,4680.0,24.0,8.0,0.0,3.0,0.0,0.0,0.0,0,0,3,1,0,5,0
69.0,4,1,1,2,53593.0,480.0,5096.0,60.0,349.0,4.0,78.0,6.0,0.0,43.0,7,2,6,8,0,8,1
44.0,2,1,1,2,66373.0,606.0,4787.0,57.0,328.0,9.0,124.0,12.0,24.0,109.0,4,2,10,7,0,3,1
74.0,4,0,1,3,45072.0,284.0,4661.0,74.0,144.0,2.0,99.0,7.0,2.0,30.0,6,1,4,5,0,8,1
49.0,2,0,1,2,89694.0,1472.0,4668.0,22.0,1126.0,28.0,211.0,37.0,28.0,42.0,4,3,4,3,3,5,1
73.0,2,1,0,0,72025.0,1677.0,4466.0,46.0,967.0,0.0,556.0,43.0,50.0,0.0,4,8,13,1,3,2,2
49.0,2,1,1,1,67432.0,1335.0,4862.0,69.0,432.0,79.0,341.0,120.5,81.0,126.5,8,5,4,2,0,4,2
70.0,3,1,1,1,70545.0,334.0,4431.0,29.0,138.0,39.0,63.0,55.0,18.0,21.0,4,1,7,1,0,2,1
33.0,0,1,1,1,17487.0,18.0,4873.0,37.0,0.0,0.0,1.0,7.0,4.0,6.0,1,0,2,1,0,7,0
53.0,2,1,1,1,62882.0,1338.0,5094.0,26.0,509.0,81.0,497.0,78.0,24.0,97.0,7,5,6,2,0,4,1
69.0,4,0,1,1,64108.0,1099.0,4868.0,8.0,948.0,10.0,86.0,13.0,21.0,21.0,6,9,11,4,0,5,1
66.0,3,1,1,2,34941.0,97.0,4885.0,26.0,39.0,2.0,25.0,4.0,3.0,24.0,3,0,3,2,0,8,0
72.0,4,0,1,3,48767.0,63.0,4584.0,79.0,28.0,1.0,21.0,3.0,0.0,10.0,2,1,3,3,0,5,0
44.0,1,1,1,1,38702.0,109.0,4737.0,71.0,13.0,11.0,24.0,13.0,8.0,40.0,3,0,4,2,0,6,0
58.0,2,1,0,0,82224.0,902.0,4560.0,83.0,307.0,26.0,360.0,120.5,31.0,40.0,6,9,5,1,1,3,2
70.0,2,1,0,0,83844.0,1574.0,4818.0,57.0,901.0,31.0,345.0,75.0,31.0,126.5,4,4,11,1,1,1,2
47.0,1,1,1,1,17003.0,38.0,4607.0,37.0,2.0,5.0,12.0,4.0,8.0,7.0,2,0,4,3,0,5,0
27.0,2,0,0,0,71163.0,960.0,4517.0,30.0,283.0,17.0,372.0,120.5,81.0,44.0,3,8,12,1,0,1,2
52.0,2,0,1,1,33697.0,28.0,4692.0,34.0,4.0,3.0,7.0,0.0,3.0,11.0,1,0,2,1,1,7,0
68.0,1,1,0,0,63564.0,1215.0,4556.0,0.0,769.0,80.0,252.0,15.0,34.0,65.0,10,10,7,1,1,6,2
50.0,4,1,0,0,83443.0,1497.0,4585.0,89.0,518.0,42.0,556.0,55.0,56.0,84.0,6,10,5,1,0,2,2
64.0,4,1,1,1,51518.0,449.0,4674.0,92.0,350.0,8.0,66.0,17.0,4.0,4.0,3,2,10,2,0,3,1
47.0,2,0,1,1,58330.0,1064.0,4591.0,87.0,445.0,53.0,213.0,104.0,81.0,126.5,6,4,13,1,0,4,2
53.0,2,1,0,0,80952.0,1757.0,4891.0,20.0,778.0,81.0,556.0,41.0,27.0,44.0,8,5,11,1,3,8,2
43.0,2,1,0,0,75507.0,1440.0,4463.0,56.0,709.0,81.0,374.0,104.0,80.0,80.0,8,6,6,1,0,3,2
44.0,1,1,0,0,63855.0,1006.0,4910.0,28.0,359.0,35.0,314.0,93.0,81.0,89.0,7,3,13,1,0,4,2
50.0,4,1,1,1,62220.0,1226.0,5092.0,55.0,799.0,12.0,375.0,16.0,12.0,12.0,7,6,5,5,0,6,1
58.0,2,1,1,1,58512.0,1171.0,4688.0,25.0,895.0,10.0,101.0,13.0,0.0,126.5,3,4,8,5,0,8,1
43.0,3,1,1,1,40662.0,92.0,4876.0,0.0,40.0,2.0,23.0,0.0,4.0,23.0,2,1,3,2,0,4,0
63.0,4,1,1,1,38829.0,99.0,4489.0,86.0,76.0,0.0,7.0,0.0,0.0,16.0,3,2,2,1,0,5,0
41.0,1,1,1,1,35523.0,66.0,4674.0,8.0,11.0,5.0,22.0,12.0,5.0,11.0,3,0,3,2,0,7,0
55.0,2,0,1,2,79146.0,564.0,4471.0,33.0,245.0,16.0,223.0,21.0,43.0,16.0,8,1,8,2,0,6,1
34.0,3,1,0,0,78285.0,1427.0,4649.0,13.0,647.0,81.0,391.0,120.5,67.0,40.0,6,4,10,1,0,3,2
44.0,4,0,1,1,31626.0,86.0,4820.0,12.0,39.0,1.0,9.0,2.0,1.0,34.0,2,1,2,1,1,7,0
70.0,2,0,0,0,75127.0,833.0,4443.0,92.0,203.0,35.0,305.0,46.0,17.0,126.5,2,11,5,1,0,1,2
67.0,2,1,1,1,48726.0,242.0,4833.0,90.0,138.0,3.0,38.0,4.0,0.0,59.0,3,2,4,3,0,6,0
45.0,2,1,0,0,74985.0,1869.0,5061.0,8.0,587.0,51.0,556.0,120.5,0.0,86.0,3,6,7,1,0,2,2
